Turnamen Name,Team,Game,Net total,Net Mean,Net Min,Net Max,XPM Total,XPM Max,XPM Min,XPM Mean,GPM Total,GPM Max,GPM Min,GPM Mean,Game Time,Label
The International 2022,PSG.LGD,GroupStageDay2.2A_Game1,65500,13100,7700,18700,2895,751,415,579,2454,676,307,490.8,28,WIN
The International 2022,OG,GroupStageDay2.2A_Game1,39200,7840,4200,11100,1932,535,230,386.4,1650,441,197,330,28,LOSE
The International 2022,PSG.LGD,GroupStageDay2.2A_Game2,72300,14460,7200,24300,2889,872,346,577.8,2589,867,306,517.8,30,WIN
The International 2022,OG,GroupStageDay2.2A_Game2,45000,9000,3000,15100,1948,563,246,389.6,1705,535,141,341,30,LOSE
The International 2022,Aster,GroupStageDay2.3A_Game1,81300,16260,7700,22800,2533,592,329,506.6,2035,536,260,407,46,LOSE
The International 2022,Entity,GroupStageDay2.3A_Game1,95600,19120,9700,31600,3165,819,442,633,2398,738,246,479.6,46,WIN
The International 2022,Aster,GroupStageDay2.3A_Game2,64400,12880,6600,19900,2905,741,417,581,2351,713,275,470.2,30,WIN
The International 2022,Entity,GroupStageDay2.3A_Game2,43900,8780,4100,13300,1861,585,163,372.2,1652,482,174,330.4,30,LOSE
The International 2022,PSG.LGD,GroupStageDay2.4A_Game1,110100,22020,13700,33500,3589,826,593,717.8,2652,808,357,530.4,47,WIN
The International 2022,Liquid,GroupStageDay2.4A_Game1,83200,16640,7400,25600,3189,925,366,637.8,2253,621,268,450.6,47,LOSE
The International 2022,PSG.LGD,GroupStageDay2.4A_Game2,91400,18280,9300,29900,3102,839,379,620.4,2371,714,278,474.2,44,WIN
The International 2022,Liquid,GroupStageDay2.4A_Game2,76700,15340,6200,26100,2728,708,307,545.6,2130,678,221,426,44,LOSE
The International 2022,Team Spirit,GroupStageDay2.5A_Game1,103400,20680,7700,35300,2875,768,377,575,2505,866,213,501,50,LOSE
The International 2022,TSM,GroupStageDay2.5A_Game1,125700,25140,11000,42200,3375,780,540,675,2835,922,297,567,50,WIN
The International 2022,Team Spirit,GroupStageDay2.5A_Game2,94700,18940,10800,31500,3286,872,415,657.2,2690,843,344,538,40,WIN
The International 2022,TSM,GroupStageDay2.5A_Game2,67300,13460,3400,19700,2390,653,287,478,2074,571,216,414.8,40,LOSE
The International 2022,Thunder Awaken,GroupStageDay2.1B_Game1,61900,12380,6100,21900,2365,745,266,473,1811,629,202,362.2,42,LOSE
The International 2022,Entity,GroupStageDay2.1B_Game1,102800,20560,12300,30600,3662,846,608,732.4,2730,817,341,546,42,WIN
The International 2022,Thunder Awaken,GroupStageDay2.1B_Game2,68100,13620,3900,25500,2501,766,268,500.2,1989,656,187,397.8,42,LOSE
The International 2022,Entity,GroupStageDay2.1B_Game2,101400,20280,8900,36100,3233,885,414,646.6,2724,906,286,544.8,42,WIN
The International 2022,Boom Esport,GroupStageDay2.2B_Game1,48700,9740,4900,16700,2120,609,301,424,1866,545,236,373.2,33,LOSE
The International 2022,Gaimin Gladiators,GroupStageDay2.2B_Game1,72600,14520,8000,22600,3033,736,440,606.6,2441,717,307,488.2,33,WIN
The International 2022,Boom Esport,GroupStageDay2.2B_Game2,67100,13420,6700,19300,2955,768,330,591,2464,668,286,492.8,30,WIN
The International 2022,Gaimin Gladiators,GroupStageDay2.2B_Game2,41500,8300,4800,12100,1763,484,247,352.6,1623,440,250,324.6,30,LOSE
The International 2022,Beastcoast,GroupStageDay2.3B_Game1,63900,12780,6200,18400,2412,606,296,482.4,2093,540,244,418.6,37,LOSE
The International 2022,Fnatic,GroupStageDay2.3B_Game1,86100,17220,13100,22000,3341,803,443,668.2,2563,633,419,512.6,37,WIN
The International 2022,Beastcoast,GroupStageDay2.3B_Game2,45300,9060,4300,14200,2005,584,230,401,1814,524,212,362.8,29,LOSE
The International 2022,Fnatic,GroupStageDay2.3B_Game2,68000,13600,7600,21100,3174,828,440,634.8,2603,773,335,520.6,29,WIN
The International 2022,OG,GroupStageDay2.4B_Game1,65900,13180,6200,21500,2759,752,349,551.8,2249,696,245,449.8,32,WIN
The International 2022,Soniqs,GroupStageDay2.4B_Game1,44700,8940,4300,13100,1942,522,243,388.4,1648,446,193,329.6,32,LOSE
The International 2022,OG,GroupStageDay2.4B_Game2,91400,18280,8800,30500,3180,758,418,636,2230,594,297,446,47,WIN
The International 2022,Soniqs,GroupStageDay2.4B_Game2,85000,17000,8700,25200,3078,779,441,615.6,2244,616,264,448.8,47,LOSE
The International 2022,Thunder Awaken,GroupStageDay2.5B_Game1,88500,17700,10800,24100,3217,892,460,643.4,2505,678,334,501,39,WIN
The International 2022,Talon,GroupStageDay2.5B_Game1,58400,11680,4700,19600,2323,696,214,464.6,1903,558,213,380.6,39,LOSE
The International 2022,Thunder Awaken,GroupStageDay2.5B_Game2,83700,16740,7500,25100,3552,882,379,710.4,2526,698,271,505.2,37,WIN
The International 2022,Talon,GroupStageDay2.5B_Game2,53400,10680,4600,15500,2268,629,235,453.6,1755,474,214,351,37,LOSE
The International 2022,Team Spirit,GroupStageDay2.1C_Game1,74300,14860,6000,24400,2228,592,272,445.6,2147,685,212,429.4,39,LOSE
The International 2022,Talon,GroupStageDay2.1C_Game1,93100,18620,7900,30900,3093,857,465,618.6,2667,885,270,533.4,39,WIN
The International 2022,Team Spirit,GroupStageDay2.1C_Game2,105900,21180,8400,38200,3307,846,426,661.4,2636,888,269,527.2,45,WIN
The International 2022,Talon,GroupStageDay2.1C_Game2,77600,15520,4700,24500,2365,717,286,473,2002,581,236,400.4,45,LOSE
The International 2022,Soniqs,GroupStageDay2.2C_Game1,69400,13880,6000,22900,2590,814,351,518,1897,624,261,379.4,45,LOSE
The International 2022,Royal Never Give Up,GroupStageDay2.2C_Game1,93100,18620,8700,29200,3253,774,438,650.6,2308,679,285,461.6,45,WIN
The International 2022,Soniqs,GroupStageDay2.2C_Game2,32700,6540,3100,10100,1709,510,247,341.8,1600,451,189,320,24,LOSE
The International 2022,Royal Never Give Up,GroupStageDay2.2C_Game2,50500,10100,5300,15400,2500,646,329,500,2336,656,287,467.2,24,WIN
The International 2022,Secret,GroupStageDay2.3C_Game1,96700,19340,8800,27900,3632,886,506,726.4,2657,734,287,531.4,40,WIN
The International 2022,TSM,GroupStageDay2.3C_Game1,64400,12880,6800,20300,2459,712,311,491.8,1960,569,245,392,40,LOSE
The International 2022,Secret,GroupStageDay2.3C_Game2,102200,20440,11000,30500,3722,855,594,744.4,2706,747,334,541.2,43,WIN
The International 2022,TSM,GroupStageDay2.3C_Game2,66100,13220,5800,22900,2596,772,298,519.2,1968,625,228,393.6,43,LOSE
The International 2022,Royal Never Give Up,GroupStageDay2.4C_Game1,83300,16660,7800,25400,3176,891,401,635.2,2415,690,250,483,39,WIN
The International 2022,Gaimin Gladiators,GroupStageDay2.4C_Game1,63700,12740,6600,18600,2111,581,284,422.2,1923,509,268,384.6,39,LOSE
The International 2022,Royal Never Give Up,GroupStageDay2.4C_Game2,93600,18720,7300,28900,3315,897,372,663,2515,762,294,503,40,WIN
The International 2022,Gaimin Gladiators,GroupStageDay2.4C_Game2,62000,12400,5200,17700,2243,636,267,448.6,1919,556,240,383.8,40,LOSE
The International 2022,Entity,GroupStageDay2.5C_Game1,101800,20360,8900,35800,3708,892,569,741.6,2650,757,331,530,42,WIN
The International 2022,Fnatic,GroupStageDay2.5C_Game1,81300,16260,6600,27900,3030,808,400,606,2455,794,220,491,42,LOSE
The International 2022,Entity,GroupStageDay2.5C_Game2,68400,13680,5900,25000,2544,706,357,508.8,2093,673,237,418.6,42,LOSE
The International 2022,Fnatic,GroupStageDay2.5C_Game2,89000,17800,9200,27200,3157,764,503,631.4,2468,721,331,493.6,42,WIN
The International 2022,Aster,GroupStageDay2.1D_Game1,52200,10440,4200,16700,2477,636,344,495.4,2215,633,259,443,26,WIN
The International 2022,TSM,GroupStageDay2.1D_Game1,34700,6940,2400,11500,1619,420,198,323.8,1476,465,142,295.2,26,LOSE
The International 2022,Aster,GroupStageDay2.1D_Game2,84300,16860,6100,28800,2954,815,397,590.8,2342,721,255,468.4,41,WIN
The International 2022,TSM,GroupStageDay2.1D_Game2,64300,12860,5200,20400,2441,741,273,488.2,1996,617,221,399.2,41,LOSE
The International 2022,Liquid,GroupStageDay2.2D_Game1,157400,31480,17700,50700,3539,798,490,707.8,2749,752,366,549.8,66,WIN
The International 2022,Evil Geniuses,GroupStageDay2.2D_Game1,132600,26520,10500,40200,3317,859,408,663.4,2577,826,285,515.4,66,LOSE
The International 2022,Liquid,GroupStageDay2.2D_Game2,54300,10860,6300,17300,2631,781,307,526.2,2455,746,323,491,25,WIN
The International 2022,Evil Geniuses,GroupStageDay2.2D_Game2,41000,8200,3200,12200,2053,621,256,410.6,1888,535,233,377.6,25,LOSE
The International 2022,Thunder Awaken,GroupStageDay2.3D_Game1,77100,15420,6600,21400,3392,886,437,678.4,2550,716,278,510,34,WIN
The International 2022,Team Spirit,GroupStageDay2.3D_Game1,50300,10060,4600,14400,2304,629,280,460.8,1837,500,222,367.4,34,LOSE
The International 2022,Thunder Awaken,GroupStageDay2.3D_Game2,70300,14060,4000,22500,2767,833,303,553.4,2175,623,216,435,40,LOSE
The International 2022,Team Spirit,GroupStageDay2.3D_Game2,91700,18340,9100,27300,3488,948,478,697.6,2520,694,316,504,40,WIN
The International 2022,Evil Geniuses,GroupStageDay2.4D_Game1,62700,12540,6600,18500,2796,692,406,559.2,2387,651,284,477.4,29,WIN
The International 2022,Hokori,GroupStageDay2.4D_Game1,38900,7780,4100,13500,1776,610,206,355.2,1565,512,190,313,29,LOSE
The International 2022,Evil Geniuses,GroupStageDay2.4D_Game2,63200,12640,6000,18000,2873,689,419,574.6,2563,682,311,512.6,28,WIN
The International 2022,Hokori,GroupStageDay2.4D_Game2,42800,8560,4100,12700,1856,497,248,371.2,1694,480,223,338.8,28,LOSE
The International 2022,Tundra,GroupStageDay2.5D_Game1,57100,11420,6700,17000,2819,702,392,563.8,2563,716,318,512.6,25,WIN
The International 2022,Secret,GroupStageDay2.5D_Game1,34800,6960,4200,9500,1894,477,222,378.8,1619,446,211,323.8,25,LOSE
The International 2022,Tundra,GroupStageDay2.5D_Game2,67200,13440,6400,18500,3132,746,456,626.4,2430,662,302,486,30,WIN
The International 2022,Secret,GroupStageDay2.5D_Game2,50100,10020,4800,15400,2311,556,315,462.2,2016,586,234,403.2,30,LOSE
The International 2022,Beastcoast,GroupStageDay2.1E_Game1,91200,18240,8600,32300,3168,904,406,633.6,2615,874,305,523,39,WIN
The International 2022,Tundra,GroupStageDay2.1E_Game1,68400,13680,5200,22600,2146,591,262,429.2,2060,627,204,412,39,LOSE
The International 2022,Beastcoast,GroupStageDay2.1E_Game2,62700,12540,5600,20000,2513,589,397,502.6,2158,600,271,431.6,35,LOSE
The International 2022,Tundra,GroupStageDay2.1E_Game2,85000,17000,7600,26200,3291,954,472,658.2,2724,822,315,544.8,35,WIN
The International 2022,Hokori,GroupStageDay2.2E_Game1,79200,15840,7600,24600,3063,985,322,612.6,2331,726,267,466.2,46,LOSE
The International 2022,BetBoom,GroupStageDay2.2E_Game1,102000,20400,9900,29300,3635,886,466,727,2756,809,299,551.2,46,WIN
The International 2022,Hokori,GroupStageDay2.2E_Game2,68900,13780,6000,25200,2620,734,371,524,2222,739,269,444.4,34,WIN
The International 2022,BetBoom,GroupStageDay2.2E_Game2,56900,11380,6800,16200,2468,701,381,493.6,2022,539,311,404.4,34,LOSE
The International 2022,Tundra,GroupStageDay2.3E_Game1,161000,32200,13300,49700,3298,768,544,659.6,3086,947,311,617.2,57,WIN
The International 2022,Talon,GroupStageDay2.3E_Game1,91300,18260,7500,29800,2155,585,324,431,2048,589,236,409.6,57,LOSE
The International 2022,Tundra,GroupStageDay2.3E_Game2,101600,20320,10000,32000,3225,807,472,645,2518,649,329,503.6,45,WIN
The International 2022,Talon,GroupStageDay2.3E_Game2,79200,15840,8000,24700,2459,635,327,491.8,2008,615,263,401.6,45,LOSE
The International 2022,Boom Esport,GroupStageDay2.4E_Game1,123400,24680,17200,38600,3182,714,516,636.4,2565,751,363,513,55,WIN
The International 2022,BetBoom,GroupStageDay2.4E_Game1,81500,16300,7500,23400,2118,533,288,423.6,2003,527,207,400.6,55,LOSE
The International 2022,Boom Esport,GroupStageDay2.4E_Game2,61900,12380,4200,20000,1966,544,227,393.2,1780,531,172,356,42,LOSE
The International 2022,BetBoom,GroupStageDay2.4E_Game2,106100,21220,12000,32200,3480,880,477,696,2791,831,336,558.2,42,WIN
The International 2022,Beastcoast,GroupStageDay2.5E_Game1,32500,6500,2700,10900,1919,247,491,383.8,1622,495,181,324.4,23,LOSE
The International 2022,Aster,GroupStageDay2.5E_Game1,48700,9740,4400,14800,2925,778,407,585,2371,698,270,474.2,23,WIN
The International 2022,Beastcoast,GroupStageDay2.5E_Game2,51100,10220,5200,13700,2370,593,337,474,1900,511,255,380,33,LOSE
The International 2022,Aster,GroupStageDay2.5E_Game2,77200,15440,9000,20800,3517,855,474,703.4,2663,707,337,532.6,33,WIN
The International 2022,Evil Geniuses,GroupStageDay3.1A_Game1,86200,17240,9900,24500,3156,786,483,631.2,2421,652,335,484.2,40,WIN
The International 2022,BetBoom,GroupStageDay3.1A_Game1,55300,11060,3800,15700,2119,521,267,423.8,1780,516,218,356,40,LOSE
The International 2022,Evil Geniuses,GroupStageDay3.1A_Game2,29400,5880,3000,8600,2141,595,310,428.2,2898,520,241,579.6,18,WIN
The International 2022,BetBoom,GroupStageDay3.1A_Game2,21000,4200,1600,6400,1647,495,188,329.4,1382,394,146,276.4,18,LOSE
The International 2022,Secret,GroupStageDay3.2A_Game1,56600,11320,4000,15300,2290,602,292,458,1889,511,198,377.8,34,LOSE
The International 2022,Team Spirit,GroupStageDay3.2A_Game1,74300,14860,6200,21400,3301,946,315,660.2,2492,694,242,498.4,34,WIN
The International 2022,Secret,GroupStageDay3.2A_Game2,128400,25680,14900,37200,3433,826,600,686.6,2751,818,285,550.2,55,WIN
The International 2022,Team Spirit,GroupStageDay3.2A_Game2,98900,19780,11100,30800,2803,726,337,560.6,2266,661,267,453.2,55,LOSE
The International 2022,Liquid,GroupStageDay3.3A_Game1,96100,19220,7700,32700,3112,751,343,622.4,2359,730,268,471.8,49,WIN
The International 2022,OG,GroupStageDay3.3A_Game1,94100,18820,9100,32800,3372,888,501,674.4,2330,725,254,466,49,LOSE
The International 2022,Liquid,GroupStageDay3.3A_Game2,120400,24080,14100,35400,3281,851,442,656.2,2604,810,308,520.8,48,WIN
The International 2022,OG,GroupStageDay3.3A_Game2,90700,18140,6200,37200,2544,723,307,508.8,2282,817,212,456.4,48,LOSE
The International 2022,Secret,GroupStageDay3.4A_Game1,72900,14580,6300,22200,3120,800,369,624,2535,744,294,507,33,WIN
The International 2022,Entity,GroupStageDay3.4A_Game1,48900,9780,4900,15700,2111,727,252,422.2,1779,530,208,355.8,33,LOSE
The International 2022,Secret,GroupStageDay3.4A_Game2,79100,15820,6300,23100,3027,793,409,605.4,2495,704,284,499,34,WIN
The International 2022,Entity,GroupStageDay3.4A_Game2,57400,11480,4900,18000,2076,665,227,415.2,1980,627,210,396,34,LOSE
The International 2022,Liquid,GroupStageDay3.5A_Game1,57100,11420,5600,16200,2684,655,326,536.8,2261,618,263,452.2,28,WIN
The International 2022,Boom Esport,GroupStageDay3.5A_Game1,39300,7860,3200,12400,1918,606,253,383.6,1729,480,225,345.8,28,LOSE
The International 2022,Liquid,GroupStageDay3.5A_Game2,79600,15920,9100,20900,2884,700,412,576.8,2270,604,271,454,40,WIN
The International 2022,Boom Esport,GroupStageDay3.5A_Game2,62400,12480,5600,17700,2162,582,295,432.4,1843,499,223,368.6,40,LOSE
The International 2022,OG,GroupStageDay3.1B_Game1,70400,14080,6000,21800,2770,774,321,554,2346,676,269,469.2,33,WIN
The International 2022,Hokori,GroupStageDay3.1B_Game1,55000,11000,6600,17200,2072,511,290,414.4,1845,539,238,369,33,LOSE
The International 2022,OG,GroupStageDay3.1B_Game2,132600,26520,14300,40200,3121,796,388,624.2,2703,1000,268,540.6,60,LOSE
The International 2022,Hokori,GroupStageDay3.1B_Game2,136000,27200,11900,46600,3251,1000,398,650.2,2746,841,342,549.2,60,WIN
The International 2022,Beastcoast,GroupStageDay3.2B_Game1,69100,13820,6400,20900,2449,586,372,489.8,2338,678,274,467.6,32,WIN
The International 2022,Talon,GroupStageDay3.2B_Game1,57000,11400,4500,16700,2454,646,327,490.8,2086,569,205,417.2,32,LOSE
The International 2022,Beastcoast,GroupStageDay3.2B_Game2,78300,15660,7500,23600,3155,844,436,631,2689,781,320,537.8,33,WIN
The International 2022,Talon,GroupStageDay3.2B_Game2,56800,11360,5200,18600,2441,728,327,488.2,2045,705,242,409,33,LOSE
The International 2022,PSG.LGD,GroupStageDay3.3B_Game1,64000,12800,5700,19600,3092,825,469,618.4,2541,781,243,508.2,27,WIN
The International 2022,Boom Esport,GroupStageDay3.3B_Game1,37200,7440,3000,11800,1842,546,219,368.4,1579,461,170,315.8,27,LOSE
The International 2022,PSG.LGD,GroupStageDay3.3B_Game2,71900,14380,6200,22400,2996,764,376,599.2,2548,742,283,509.6,32,WIN
The International 2022,Boom Esport,GroupStageDay3.3B_Game2,50000,10000,4500,18500,2103,694,252,420.6,1769,622,204,353.8,32,LOSE
The International 2022,Fnatic,GroupStageDay3.4B_Game1,106400,21280,11300,31100,2977,683,449,595.4,2468,669,298,493.6,57,LOSE
The International 2022,Talon,GroupStageDay3.4B_Game1,134900,26980,15000,41500,3352,829,540,670.4,2776,791,332,555.2,57,WIN
The International 2022,Fnatic,GroupStageDay3.4B_Game2,64700,12940,6600,18400,2326,590,322,465.2,2001,508,286,400.2,41,LOSE
The International 2022,Talon,GroupStageDay3.4B_Game2,98400,19680,10400,30200,3507,890,524,701.4,2692,780,311,538.4,41,WIN
The International 2022,Evil Geniuses,GroupStageDay3.5B_Game1,53000,10600,5500,15600,2845,660,389,569,2325,657,291,465,26,WIN
The International 2022,Royal Never Give Up,GroupStageDay3.5B_Game1,34000,6800,2900,10700,1768,491,221,353.6,1514,438,181,302.8,26,LOSE
The International 2022,Evil Geniuses,GroupStageDay3.5B_Game2,64400,12880,6300,17700,2714,674,412,542.8,2259,603,281,451.8,33,WIN
The International 2022,Royal Never Give Up,GroupStageDay3.5B_Game2,49900,9980,4200,16600,2188,560,281,437.6,1747,566,203,349.4,33,LOSE
The International 2022,Boom Esport,GroupStageDay3.1C_Game1,52100,10420,3800,16100,1881,535,247,376.2,1753,496,186,350.6,35,LOSE
The International 2022,Soniqs,GroupStageDay3.1C_Game1,74500,14900,6700,24400,2854,697,383,570.8,2445,733,316,489,35,WIN
The International 2022,Boom Esport,GroupStageDay3.1C_Game2,77500,15500,7400,26500,2532,716,317,506.4,2045,642,235,409,45,LOSE
The International 2022,Soniqs,GroupStageDay3.1C_Game2,93500,18700,10700,32200,3259,789,502,651.8,2389,699,304,477.8,45,WIN
The International 2022,TSM,GroupStageDay3.2C_Game1,69600,13920,5200,20500,2897,709,406,579.4,2373,677,254,474.6,33,WIN
The International 2022,Entity,GroupStageDay3.2C_Game1,49200,9840,3800,15800,1847,564,223,369.4,1673,509,180,334.6,33,LOSE
The International 2022,TSM,GroupStageDay3.2C_Game2,79800,15960,5400,25900,2688,705,392,537.6,2280,703,220,456,42,LOSE
The International 2022,Entity,GroupStageDay3.2C_Game2,94000,18800,8600,31700,3184,838,457,636.8,2603,793,295,520.6,42,WIN
The International 2022,BetBoom,GroupStageDay3.3C_Game1,178600,35720,22700,50400,3242,697,554,648.4,2821,754,342,564.2,75,WIN
The International 2022,Soniqs,GroupStageDay3.3C_Game1,149600,29920,15800,43300,3045,736,488,609,2685,763,336,537,75,LOSE
The International 2022,BetBoom,GroupStageDay3.3C_Game2,158400,31680,19200,42100,3402,817,550,680.4,2883,757,389,576.6,63,WIN
The International 2022,Soniqs,GroupStageDay3.3C_Game2,111900,22380,12300,37200,3175,819,474,635,2352,750,290,470.4,63,LOSE
The International 2022,Tundra,GroupStageDay3.4C_Game1,80900,16180,8200,23600,3287,805,478,657.4,2562,733,312,512.4,35,WIN
The International 2022,Team Spirit,GroupStageDay3.4C_Game1,57600,11520,5500,19100,1999,217,540,399.8,1833,565,204,366.6,35,LOSE
The International 2022,Tundra,GroupStageDay3.4C_Game2,102000,20400,11300,34900,3146,747,549,629.2,2803,906,351,560.6,41,WIN
The International 2022,Team Spirit,GroupStageDay3.4C_Game2,68500,13700,4800,20900,2286,635,224,457.2,1986,549,207,397.2,41,LOSE
The International 2022,PSG.LGD,GroupStageDay3.5C_Game1,107000,21400,11100,28400,3633,852,582,726.6,2726,727,349,545.2,44,WIN
The International 2022,Gaimin Gladiators,GroupStageDay3.5C_Game1,76000,15200,4700,22300,2486,662,303,497.2,2024,554,192,404.8,44,LOSE
The International 2022,PSG.LGD,GroupStageDay3.5C_Game2,68900,13780,5900,24500,2330,624,284,466,2132,714,218,426.4,36,LOSE
The International 2022,Gaimin Gladiators,GroupStageDay3.5C_Game2,81300,16260,9500,22700,3380,927,425,676,2522,662,319,504.4,36,WIN
The International 2022,Liquid,GroupStageDay3.1D_Game1,85900,17180,9400,28800,2487,725,337,497.4,2045,611,281,409,50,LOSE
The International 2022,Gaimin Gladiators,GroupStageDay3.1D_Game1,128700,25740,13200,34100,3700,901,556,740,2740,718,315,548,50,WIN
The International 2022,Liquid,GroupStageDay3.1D_Game2,89800,17960,8200,27600,3383,953,461,676.6,2520,744,268,504,40,WIN
The International 2022,Gaimin Gladiators,GroupStageDay3.1D_Game2,68200,13640,9900,18300,2582,678,376,516.4,2047,497,326,409.4,40,LOSE
The International 2022,Fnatic,GroupStageDay3.2D_Game1,147500,29500,10600,38100,3074,693,445,614.8,2696,728,296,539.2,60,WIN
The International 2022,Aster,GroupStageDay3.2D_Game1,130700,26140,7100,64100,2329,659,242,465.8,2303,1000,245,460.6,60,LOSE
The International 2022,Fnatic,GroupStageDay3.2D_Game2,139000,27800,13700,40100,2993,706,471,598.6,2613,707,332,522.6,66,WIN
The International 2022,Aster,GroupStageDay3.2D_Game2,143900,28780,14000,48900,3052,745,420,610.4,2831,927,314,566.2,66,LOSE
The International 2022,Evil Geniuses,GroupStageDay3.3D_Game1,83700,16740,9100,27600,2899,670,455,579.8,2474,762,304,494.8,37,WIN
The International 2022,Gaimin Gladiators,GroupStageDay3.3D_Game1,56700,11340,6000,16600,1968,508,273,393.6,1828,491,228,365.6,37,LOSE
The International 2022,Evil Geniuses,GroupStageDay3.3D_Game2,75200,15040,7400,22300,2794,742,389,558.8,2399,708,279,479.8,35,WIN
The International 2022,Gaimin Gladiators,GroupStageDay3.3D_Game2,55000,11000,4900,17300,1980,544,231,396,1799,534,215,359.8,35,LOSE
The International 2022,Beastcoast,GroupStageDay3.4D_Game1,83400,16680,8700,28100,2649,707,336,529.8,2436,767,262,487.2,37,WIN
The International 2022,TSM,GroupStageDay3.4D_Game1,60400,12080,4700,17200,2231,611,294,446.2,1920,545,197,384,37,LOSE
The International 2022,Beastcoast,GroupStageDay3.4D_Game2,82400,16480,7100,25200,3481,951,416,696.2,2593,756,293,518.6,35,WIN
The International 2022,TSM,GroupStageDay3.4D_Game2,56200,11240,4100,19200,2027,567,205,405.4,1856,588,207,371.2,35,LOSE
The International 2022,BetBoom,GroupStageDay3.5D_Game1,77500,15500,8600,24800,3386,942,536,677.2,2519,764,321,503.8,36,WIN
The International 2022,OG,GroupStageDay3.5D_Game1,67800,13560,4400,20400,2552,761,234,510.4,2081,600,193,416.2,36,LOSE
The International 2022,BetBoom,GroupStageDay3.5D_Game2,47800,9560,5800,14300,2039,551,351,407.8,1776,482,258,355.2,33,LOSE
The International 2022,OG,GroupStageDay3.5D_Game2,73300,14660,7300,23400,2804,743,389,560.8,2420,754,264,484,33,WIN
The International 2022,PSG.LGD,GroupStageDay3.1E_Game1,58800,11760,6600,16300,2831,738,394,566.2,2366,659,302,473.2,28,WIN
The International 2022,Royal Never Give Up,GroupStageDay3.1E_Game1,40900,8180,4200,14400,1997,545,269,399.4,1632,505,184,326.4,28,LOSE
The International 2022,Thunder Awaken,GroupStageDay3.2E_Game1,101900,20380,7100,41900,3028,817,426,605.6,2604,873,238,520.8,47,WIN
The International 2022,Tundra,GroupStageDay3.2E_Game1,97700,19540,11600,27200,3212,778,514,642.4,2499,665,319,499.8,47,LOSE
The International 2022,Thunder Awaken,GroupStageDay3.2E_Game2,48800,9760,3800,18100,1953,552,206,390.6,1731,556,182,346.2,34,LOSE
The International 2022,Tundra,GroupStageDay3.2E_Game2,78800,15760,8700,20900,3234,798,470,646.8,2563,681,326,512.6,34,WIN
The International 2022,Royal Never Give Up,GroupStageDay3.3E_Game1,113000,22600,8800,36200,2904,741,417,580.8,2316,685,258,463.2,64,LOSE
The International 2022,Hokori,GroupStageDay3.3E_Game1,151100,30220,17600,46300,3326,832,429,665.2,2627,855,325,525.4,65,WIN
The International 2022,Royal Never Give Up,GroupStageDay3.3E_Game2,89800,17960,5900,29700,2629,780,267,525.8,2308,689,252,461.6,47,LOSE
The International 2022,Hokori,GroupStageDay3.3E_Game2,96300,19260,7700,38600,2888,743,331,577.6,2391,856,262,478.2,47,WIN
The International 2022,Thunder Awaken,GroupStageDay3.4E_Game1,48000,9600,4900,14900,3072,802,447,614.4,2321,687,241,464.2,24,WIN
The International 2022,Aster,GroupStageDay3.4E_Game1,35600,7120,2700,10500,1916,520,181,383.2,1653,458,171,330.6,24,LOSE
The International 2022,Thunder Awaken,GroupStageDay3.4E_Game2,61800,12360,4800,20400,2192,621,293,438.4,1843,572,194,368.6,40,LOSE
The International 2022,Aster,GroupStageDay3.4E_Game2,80400,16080,7700,26700,2958,772,399,591.6,2244,685,276,448.8,40,WIN
The International 2022,Hokori,GroupStageDay3.5E_Game1,76300,15260,6200,28700,2890,845,299,578,2439,881,265,487.8,37,WIN
The International 2022,Soniqs,GroupStageDay3.5E_Game1,64400,12880,5900,19300,2397,671,317,479.4,1912,539,204,382.4,37,LOSE
The International 2022,Hokori,GroupStageDay3.5E_Game2,97600,19520,9500,34400,3207,925,419,641.4,2532,896,304,506.4,43,WIN
The International 2022,Soniqs,GroupStageDay3.5E_Game2,78700,15740,6000,27800,2639,720,392,527.8,2182,681,259,436.4,43,LOSE
The International 2022,Talon,GroupStageDay4.1A_Game1,95300,19060,7700,35800,3020,825,352,604,2323,716,274,464.6,44,WIN
The International 2022,Entity,GroupStageDay4.1A_Game1,69200,13840,5600,25300,2543,696,391,508.6,1890,624,207,378,44,LOSE
The International 2022,Talon,GroupStageDay4.1A_Game2,75300,15060,7200,24800,3087,803,453,617.4,2375,746,247,475,35,WIN
The International 2022,Entity,GroupStageDay4.1A_Game2,49800,9960,4200,17800,1992,632,298,398.4,1688,542,209,337.6,35,LOSE
The International 2022,Royal Never Give Up,GroupStageDay4.2A_Game1,49800,9960,3400,15700,2132,550,237,426.4,1736,514,176,347.2,33,LOSE
The International 2022,OG,GroupStageDay4.2A_Game1,74000,14800,9300,22700,2818,746,418,563.6,2458,721,326,491.6,33,WIN
The International 2022,OG,GroupStageDay4.2A_Game2,68700,13740,6400,18100,3145,763,378,629,2307,587,256,461.4,33,WIN
The International 2022,Royal Never Give Up,GroupStageDay4.2A_Game2,49700,9940,5000,16200,2149,608,241,429.8,1784,532,188,356.8,33,LOSE
The International 2022,Team Spirit,GroupStageDay4.3A_Game1,79700,15940,5400,25000,2460,706,287,492,2109,614,213,421.8,44,LOSE
The International 2022,Aster,GroupStageDay4.3A_Game1,101300,20260,8900,32700,3101,824,412,620.2,2369,684,280,473.8,44,WIN
The International 2022,Team Spirit,GroupStageDay4.3A_Game2,36300,7260,4200,10800,2406,613,327,481.2,2035,589,245,407,20,WIN
